timestamp,s7_b2,s9_b1,s9_b2,s7_b3,s7_b4,s7_b1,s10_b1,s10_b2,s8_b2,s8_b3,s8_b1,hv_bk_1
07/18/13 16:00,0.0,-813.710079,-1627.420158,-1627.420158,-813.710079,-1627.420158,-3797.3137020000004,-813.710079,-1627.420158,-4339.787088,-3797.3137020000004,
07/18/13 16:00,0.0,-813.710079,-1627.420158,-1627.420158,-813.710079,-1627.420158,-3797.3137020000004,-813.710079,-1627.420158,-4339.787088,-3797.3137020000004,
07/18/13 16:01,0.0,-800.364885,-1600.72977,-1600.72977,-800.364885,-1600.72977,-3735.036132,-800.364885,-1600.72977,-4268.6127209999995,-3735.036132,
07/18/13 16:01,0.0,-800.364885,-1600.72977,-1600.72977,-800.364885,-1600.72977,-3735.036132,-800.364885,-1600.72977,-4268.6127209999995,-3735.036132,
07/18/13 16:02,0.0,-753.679836,-1507.359675,-1507.359675,-753.679836,-1507.359675,-3517.172574,-753.679836,-1507.359675,-4019.625798,-3517.172574,
07/18/13 16:02,0.0,-753.679836,-1507.359675,-1507.359675,-753.679836,-1507.359675,-3517.172574,-753.679836,-1507.359675,-4019.625798,-3517.172574,
07/18/13 16:03,0.0,-793.700583,-1587.401166,-1587.401166,-793.700583,-1587.401166,-3703.9360500000003,-793.700583,-1587.401166,-4233.069774,-3703.9360500000003,
07/18/13 16:03,0.0,-793.700583,-1587.401166,-1587.401166,-793.700583,-1587.401166,-3703.9360500000003,-793.700583,-1587.401166,-4233.069774,-3703.9360500000003,
07/18/13 16:04,0.0,-793.70883,-1587.4176630000002,-1587.4176630000002,-793.70883,-1587.4176630000002,-3703.9745430000003,-793.70883,-1587.4176630000002,-4233.113766,-3703.9745430000003,
07/18/13 16:04,0.0,-793.70883,-1587.4176630000002,-1587.4176630000002,-793.70883,-1587.4176630000002,-3703.9745430000003,-793.70883,-1587.4176630000002,-4233.113766,-3703.9745430000003,
07/18/13 16:05,0.0,-787.0371,-1574.0742030000001,-1574.0742030000001,-787.0371,-1574.0742030000001,-3672.839805,-787.0371,-1574.0742030000001,-4197.531207,-3672.839805,
07/18/13 16:05,0.0,-787.0371,-1574.0742030000001,-1574.0742030000001,-787.0371,-1574.0742030000001,-3672.839805,-787.0371,-1574.0742030000001,-4197.531207,-3672.839805,
07/18/13 16:06,0.0,-793.7009639999999,-1587.401925,-1587.401925,-793.7009639999999,-1587.401925,-3703.9378260000003,-793.7009639999999,-1587.401925,-4233.071802,-3703.9378260000003,
07/18/13 16:06,0.0,-793.7009639999999,-1587.401925,-1587.401925,-793.7009639999999,-1587.401925,-3703.9378260000003,-793.7009639999999,-1587.401925,-4233.071802,-3703.9378260000003,
07/18/13 16:07,0.0,-740.336928,-1480.673856,-1480.673856,-740.336928,-1480.673856,-3454.9056660000006,-740.336928,-1480.673856,-3948.46362,-3454.9056660000006,
07/18/13 16:07,0.0,-740.336928,-1480.673856,-1480.673856,-740.336928,-1480.673856,-3454.9056660000006,-740.336928,-1480.673856,-3948.46362,-3454.9056660000006,
07/18/13 16:08,0.0,-713.657298,-1427.314596,-1427.314596,-713.657298,-1427.314596,-3330.400722,-713.657298,-1427.314596,-3806.172252,-3330.400722,
07/18/13 16:08,0.0,-713.657298,-1427.314596,-1427.314596,-713.657298,-1427.314596,-3330.400722,-713.657298,-1427.314596,-3806.172252,-3330.400722,
07/18/13 16:09,0.0,-767.013225,-1534.026447,-1534.026447,-767.013225,-1534.026447,-3579.3950459999996,-767.013225,-1534.026447,-4090.7371949999997,-3579.3950459999996,
