timestamp,s7_b2,s9_b2,s9_b1,s7_b4,s7_b1,s7_b3,s10_b1,s10_b2,s8_b1,s8_b2,s8_b3,hv_bk_1
07/18/13 16:00,3347265.791464,840805.315919,2095998.40049,2514304.355508,6301495.440773999,2924645.9838179997,3365102.0640480006,1675743.102726,839627.9424700001,3774997.851659,2099068.621061,
07/18/13 16:00,3347265.791464,840805.315919,2095998.40049,2514304.355508,6301495.440773999,2924645.9838179997,3365102.0640480006,1675743.102726,839627.9424700001,3774997.851659,2099068.621061,
07/18/13 16:01,3317608.671174,833336.5740690001,2077380.0966849998,2492027.347012,6245663.625074,2898733.310867,3335243.7119620005,1660874.253122,832181.395988,3741517.9512569997,2080452.2770719999,
07/18/13 16:01,3317608.671174,833336.5740690001,2077380.0966849998,2492027.347012,6245663.625074,2898733.310867,3335243.7119620005,1660874.253122,832181.395988,3741517.9512569997,2080452.2770719999,
07/18/13 16:02,3294070.630633,827409.133049,2062603.9926880002,2474346.698288,6201351.447422,2878167.135139,3311546.6560809994,1649073.60555,826271.3747030001,3714946.31472,2065677.2413070002,
07/18/13 16:02,3294070.630633,827409.133049,2062603.9926880002,2474346.698288,6201351.447422,2878167.135139,3311546.6560809994,1649073.60555,826271.3747030001,3714946.31472,2065677.2413070002,
07/18/13 16:03,3149958.153359,791123.0896180001,1972149.0129749998,2366096.3111770004,5930048.5696519995,2752250.007425,3166472.1435640003,1576829.4838989999,790088.9893489999,3552269.189708,1975221.3821880003,
07/18/13 16:03,3149958.153359,791123.0896180001,1972149.0129749998,2366096.3111770004,5930048.5696519995,2752250.007425,3166472.1435640003,1576829.4838989999,790088.9893489999,3552269.189708,1975221.3821880003,
07/18/13 16:04,3011928.881131,756376.984187,1885532.78982,2262415.341205,5670197.760936,2631648.034602,3027540.774197,1507644.5552150002,755436.9774150001,3396472.653287,1888591.4475820002,
07/18/13 16:04,3011928.881131,756376.984187,1885532.78982,2262415.341205,5670197.760936,2631648.034602,3027540.774197,1507644.5552150002,755436.9774150001,3396472.653287,1888591.4475820002,
07/18/13 16:05,2890039.965898,725700.5012149999,1809061.414166,2170858.237485,5440732.398047,2525148.57216,2904870.655572,1446557.417479,724839.4460209999,3258905.174499,1812097.6994629998,
07/18/13 16:05,2890039.965898,725700.5012149999,1809061.414166,2170858.237485,5440732.398047,2525148.57216,2904870.655572,1446557.417479,724839.4460209999,3258905.174499,1812097.6994629998,
07/18/13 16:06,2784512.498687,699146.741202,1742867.271631,2091591.0714599998,5242068.712691,2432944.795713,2798678.316117,1393675.8866400002,698350.956745,3139812.069323,1745876.54305,
07/18/13 16:06,2784512.498687,699146.741202,1742867.271631,2091591.0714599998,5242068.712691,2432944.795713,2798678.316117,1393675.8866400002,698350.956745,3139812.069323,1745876.54305,
07/18/13 16:07,2692372.621729,675965.434376,1685080.076241,2022380.022638,5068608.193596,2352438.3199320002,2705966.574007,1347507.423992,675224.291281,3035833.824836,1688059.9355219998,
07/18/13 16:07,2692372.621729,675965.434376,1685080.076241,2022380.022638,5068608.193596,2352438.3199320002,2705966.574007,1347507.423992,675224.291281,3035833.824836,1688059.9355219998,
07/18/13 16:08,2627762.473676,659712.328847,1644563.7374439999,1973847.984854,4946974.531895,2295985.7240160005,2640960.13435,1315135.616824,659008.232236,2962925.888215,1647519.826103,
07/18/13 16:08,2627762.473676,659712.328847,1644563.7374439999,1973847.984854,4946974.531895,2295985.7240160005,2640960.13435,1315135.616824,659008.232236,2962925.888215,1647519.826103,
07/18/13 16:09,2575205.352072,646492.447059,1611608.7218689998,1934369.602106,4848031.6312069995,2250064.363491,2588083.42051,1288804.1548849999,645817.753916,2903621.059207,1614543.6607110002,
07/18/13 16:09,2575205.352072,646492.447059,1611608.7218689998,1934369.602106,4848031.6312069995,2250064.363491,2588083.42051,1288804.1548849999,645817.753916,2903621.059207,1614543.6607110002,
07/18/13 16:10,2514526.6746889995,631231.1053569999,1573564.6703089997,1888790.698008,4733799.259172,2197046.859693,2527038.93551,1258405.325397,630589.497133,2835154.307467,1576473.053053,
07/18/13 16:10,2514526.6746889995,631231.1053569999,1573564.6703089997,1888790.698008,4733799.259172,2197046.859693,2527038.93551,1258405.325397,630589.497133,2835154.307467,1576473.053053,
07/18/13 16:11,2469768.963149,619975.003025,1545505.02562,1855170.8583189999,4649539.350626,2157940.1714310003,2482013.5569909997,1235983.667619,619357.211714,2784653.574518,1548392.364249,
07/18/13 16:11,2469768.963149,619975.003025,1545505.02562,1855170.8583189999,4649539.350626,2157940.1714310003,2482013.5569909997,1235983.667619,619357.211714,2784653.574518,1548392.364249,
07/18/13 16:12,2447234.399022,614308.0562999999,1531378.240214,1838243.9781530001,4607116.262398,2138250.778764,2459344.833669,1224695.135946,613702.112303,2759228.056275,1534254.62807,
07/18/13 16:12,2447234.399022,614308.0562999999,1531378.240214,1838243.9781530001,4607116.262398,2138250.778764,2459344.833669,1224695.135946,613702.112303,2759228.056275,1534254.62807,
07/18/13 16:13,2457722.09462,616945.417702,1537952.756731,1846121.8304909999,4626860.17437,2147414.317989,2469894.8256590003,1229948.800231,616334.0176360001,2771061.191302,1540834.385733,
07/18/13 16:13,2457722.09462,616945.417702,1537952.756731,1846121.8304909999,4626860.17437,2147414.317989,2469894.8256590003,1229948.800231,616334.0176360001,2771061.191302,1540834.385733,
07/18/13 16:14,2460806.0757009997,617720.988376,1539886.129845,1848438.368626,4632666.010924,2150108.921341,2472997.205856,1231493.7191950001,617107.948184,2774540.809413,1542769.2103869999,
07/18/13 16:14,2460806.0757009997,617720.988376,1539886.129845,1848438.368626,4632666.010924,2150108.921341,2472997.205856,1231493.7191950001,617107.948184,2774540.809413,1542769.2103869999,
07/18/13 16:15,2422631.969188,608121.343126,1515955.759915,1819763.816847,4560800.253045999,2116754.605115,2434596.515214,1212371.0137550002,607528.16175,2731469.76554,1518819.7649929998,
07/18/13 16:15,2422631.969188,608121.343126,1515955.759915,1819763.816847,4560800.253045999,2116754.605115,2434596.515214,1212371.0137550002,607528.16175,2731469.76554,1518819.7649929998,
07/18/13 16:16,2409836.401076,604903.753535,1507934.826002,1810152.401964,4536711.589368,2105574.5813169996,2421725.2551700003,1205961.406872,604317.166467,2717033.02165,1510792.283668,
07/18/13 16:16,2409836.401076,604903.753535,1507934.826002,1810152.401964,4536711.589368,2105574.5813169996,2421725.2551700003,1205961.406872,604317.166467,2717033.02165,1510792.283668,
07/18/13 16:17,2395827.759458,601381.216644,1499153.7074079998,1799629.7846440002,4510339.218782,2093334.644292,2407633.958536,1198944.249877,600801.7817500001,2701227.732575,1502003.8293360001,
07/18/13 16:17,2395827.759458,601381.216644,1499153.7074079998,1799629.7846440002,4510339.218782,2093334.644292,2407633.958536,1198944.249877,600801.7817500001,2701227.732575,1502003.8293360001,
07/18/13 16:18,2390562.219971,600057.131492,1495852.974366,1795674.5650150003,4500426.42702,2088733.9222870003,2402337.262263,1196306.607314,599480.440879,2695286.938382,1498700.4800540002,
07/18/13 16:18,2390562.219971,600057.131492,1495852.974366,1795674.5650150003,4500426.42702,2088733.9222870003,2402337.262263,1196306.607314,599480.440879,2695286.938382,1498700.4800540002,
07/18/13 16:19,2397610.348394,601829.378555,1500270.901476,1800968.7798659997,4513695.083883001,2094892.167421,2409426.892999,1199837.0871970002,601249.118544,2703238.973146,1503122.1704989998,
07/18/13 16:19,2397610.348394,601829.378555,1500270.901476,1800968.7798659997,4513695.083883001,2094892.167421,2409426.892999,1199837.0871970002,601249.118544,2703238.973146,1503122.1704989998,
07/18/13 16:20,2410931.25217,605178.987862,1508620.939331,1810974.801626,4538772.733811,2106531.199087,2422826.409954,1206509.7530979998,604591.9224169999,2718268.332862,1511479.173079,
07/18/13 16:20,2410931.25217,605178.987862,1508620.939331,1810974.801626,4538772.733811,2106531.199087,2422826.409954,1206509.7530979998,604591.9224169999,2718268.332862,1511479.173079,
07/18/13 16:21,2421141.557774,607746.4574150001,1515021.227892,1818644.291822,4557994.437793,2115452.370921,2433097.054912,1211624.308736,607154.159187,2729788.236139,1517884.7595529999,
07/18/13 16:21,2421141.557774,607746.4574150001,1515021.227892,1818644.291822,4557994.437793,2115452.370921,2433097.054912,1211624.308736,607154.159187,2729788.236139,1517884.7595529999,
07/18/13 16:22,2383052.624861,598168.862422,1491145.822721,1790033.718636,4486289.022807,2082172.474438,2394783.479622,1192544.989545,597595.970823,2686814.2969609997,1493989.308881,
07/18/13 16:22,2383052.624861,598168.862422,1491145.822721,1790033.718636,4486289.022807,2082172.474438,2394783.479622,1192544.989545,597595.970823,2686814.2969609997,1493989.308881,
07/18/13 16:23,2388077.4073440004,599432.323144,1494295.42736,1793808.093387,4495748.571646,2086562.8374340003,2399837.809264,1195061.934289,598856.897452,2692483.465888,1497141.6228109999,
07/18/13 16:23,2388077.4073440004,599432.323144,1494295.42736,1793808.093387,4495748.571646,2086562.8374340003,2399837.809264,1195061.934289,598856.897452,2692483.465888,1497141.6228109999,
07/18/13 16:24,2380396.0576370005,597500.8502,1489480.574815,1788038.2332990002,4481287.826198,2079851.3205650002,2392111.2250469998,1191214.263619,596929.332627,2683817.0686149998,1492322.714838,
07/18/13 16:24,2380396.0576370005,597500.8502,1489480.574815,1788038.2332990002,4481287.826198,2079851.3205650002,2392111.2250469998,1191214.263619,596929.332627,2683817.0686149998,1492322.714838,
07/18/13 16:25,2364890.212917,593602.021203,1479761.419333,1776390.9891859998,4452096.852085,2066303.2145309998,2376514.315722,1183447.345365,593038.30413,2666322.871952,1482595.151748,
07/18/13 16:25,2364890.212917,593602.021203,1479761.419333,1776390.9891859998,4452096.852085,2066303.2145309998,2376514.315722,1183447.345365,593038.30413,2666322.871952,1482595.151748,
07/18/13 16:26,2368462.287044,594500.1714019999,1482000.363533,1779074.159345,4458821.563228,2069424.285403,2380107.320704,1185236.5820890001,593934.676636,2670352.993146,1484836.08116,
07/18/13 16:26,2368462.287044,594500.1714019999,1482000.363533,1779074.159345,4458821.563228,2069424.285403,2380107.320704,1185236.5820890001,593934.676636,2670352.993146,1484836.08116,
07/18/13 16:27,2362858.9153380003,593091.214012,1478488.05756,1774865.17641,4448272.775234999,2064528.3851610003,2374470.974239,1182429.8023609999,592528.58096,2664031.138494,1481320.8449809998,
